test_instance_evrp: 1, 206786.00, 206786.00, 1.00, subproblem = 1, timelimit = 1
test_instance_evrp: 4, 493625.00, 493941.00, 0.49, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 552223.00, 555393.50, 0.49, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 471661.00, 479229.00, 0.30, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 508840.00, 508840.00, 1.12, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 455037.00, 455037.00, 0.86, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 583529.00, 584330.00, 0.75, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 478265.00, 478265.00, 0.74, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 284790.00, 284790.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 255550.00, 255550.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 266402.00, 266402.00, 0.07, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 360130.00, 361833.50, 0.18, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 336750.00, 336750.00, 0.32, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 347904.00, 347904.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 264650.00, 264650.00, 0.13, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 316750.00, 316750.00, 0.49, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 321837.00, 321837.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 319429.00, 319429.00, 0.08, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 309902.00, 309902.00, 0.25, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 282864.00, 282864.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 378182.00, 378182.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 282520.00, 282520.00, 0.56, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 430964.00, 430964.00, 0.78, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 551196.00, 551196.00, 0.30, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 444535.00, 444535.00, 0.85, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 475811.00, 475811.00, 0.41, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 460527.00, 460527.00, 0.16, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 461359.00, 462346.50, 1.23, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 471961.00, 474138.50, 0.12, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 493625.00, 493941.00, 0.50, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 552223.00, 555393.50, 0.50, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 471661.00, 479229.00, 0.31, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 508840.00, 508840.00, 1.14, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 455037.00, 455037.00, 0.92, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 583529.00, 584330.00, 0.77, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 478265.00, 478265.00, 0.76, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 575115.00, 575115.00, 0.98, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 654948.00, 664534.00, 1.45, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 586211.00, 587497.50, 0.81, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 601486.00, 602562.50, 0.97, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 601273.00, 601273.00, 1.93, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 604797.00, 604797.00, 1.09, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 540336.00, 540336.00, 0.47, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 576910.00, 580067.00, 2.72, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 684112.00, 684666.50, 1.32, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 583115.00, 583115.00, 1.90, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 629633.00, 631959.00, 1.22, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 725425.00, 725425.00, 0.75, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 598207.00, 598207.00, 2.32, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 669424.00, 669424.00, 3.21, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 691555.00, 691555.00, 2.52, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 717480.00, 717823.50, 5.09, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 703515.00, 703515.00, 6.25, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 756026.00, 761377.00, 2.75, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 711819.00, 713865.00, 2.85, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 700104.00, 700104.00, 2.09, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 791025.00, 800506.00, 1.93, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 784608.00, 784608.00, 2.17, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 796077.00, 796077.00, 2.51, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 790094.00, 795437.00, 4.08, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825024.00, 826032.50, 2.34, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 855081.00, 862663.50, 10.53, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 818181.00, 818181.00, 4.84, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 822648.00, 825307.50, 8.38, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825139.00, 841845.50, 3.74, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 884731.00, 884731.00, 4.92, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 864429.00, 874056.50, 3.87, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967435.00, 969040.00, 3.12, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 853913.00, 857976.00, 4.03, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 908960.00, 910022.00, 8.14, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909806.00, 912068.50, 4.19, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909050.00, 909845.00, 10.45, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 968733.00, 971332.50, 7.14, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 946050.00, 950937.00, 4.67, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 962157.00, 967672.50, 7.91, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 915387.00, 927789.00, 6.61, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 960589.00, 960589.00, 3.39, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 972044.00, 977787.00, 7.80, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1066959.00, 1067056.50, 8.27, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 996602.00, 1000351.50, 23.63, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1064121.00, 1066527.50, 13.78, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1059167.00, 1067892.00, 8.60, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 948300.00, 949436.50, 7.19, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1047188.00, 1047188.00, 13.12, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1043683.00, 1045244.50, 14.74, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1116522.00, 1119513.50, 15.58, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1037722.00, 1048238.00, 10.71, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1152440.00, 1153805.50, 8.40, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1030252.00, 1030795.00, 8.27, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1095009.00, 1095009.00, 9.59, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1041168.00, 1041168.00, 11.05, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1124472.00, 1133578.00, 17.30, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1142273.00, 1155414.00, 35.39, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1176131.00, 1176137.50, 18.36, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1087520.00, 1089164.00, 21.09, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1118472.00, 1124304.50, 10.57, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1226416.00, 1231501.50, 18.20, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1101343.00, 1116987.50, 20.13, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1212070.00, 1212852.50, 9.68, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1110231.00, 1117480.50, 11.66, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1153357.00, 1155188.50, 54.83, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1189093.00, 1189435.00, 19.89, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1199155.00, 1203609.00, 31.87, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1286774.00, 1296493.50, 17.63, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1222791.00, 1229099.50, 42.66, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1247890.00, 1257959.50, 49.55, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1153802.00, 1153802.00, 30.96, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1169639.00, 1169639.50, 28.65, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1197410.00, 1197826.00, 30.90, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1272294.00, 1275865.50, 24.64, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1192834.00, 1197410.00, 13.67, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1294160.00, 1308649.00, 11.86, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1259125.00, 1259972.00, 26.03, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1292831.00, 1304496.50, 33.14, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1313823.00, 1315006.50, 52.76, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1316660.00, 1317134.00, 35.14, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1329568.00, 1334260.00, 38.01, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1340176.00, 1348238.50, 33.84, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1236923.00, 1238681.50, 20.67, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1297336.00, 1300232.00, 79.81, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1236741.00, 1237156.50, 23.64, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1344584.00, 1352662.00, 33.00, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1345544.00, 1356459.50, 74.68, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1390641.00, 1392081.50, 10.79, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825024.00, 826032.50, 2.28, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 855081.00, 862663.50, 10.05, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 818181.00, 818181.00, 4.56, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 822648.00, 825307.50, 7.97, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825139.00, 841845.50, 3.98, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 884731.00, 884731.00, 5.32, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 864429.00, 874056.50, 4.35, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967435.00, 969040.00, 3.44, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 853913.00, 857976.00, 4.45, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 908960.00, 910022.00, 9.07, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909806.00, 912068.50, 4.68, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825024.00, 826032.50, 2.25, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 855081.00, 862663.50, 9.84, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 818181.00, 818181.00, 4.49, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 822648.00, 825307.50, 7.74, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825139.00, 841845.50, 3.55, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 884731.00, 884731.00, 4.74, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 864429.00, 874056.50, 3.77, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967435.00, 969040.00, 3.02, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 853913.00, 857976.00, 3.88, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 908960.00, 910022.00, 7.89, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909806.00, 912068.50, 4.08, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 284790.00, 284790.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 255550.00, 255550.00, 0.04, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 266402.00, 266402.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 360130.00, 361833.50, 0.17, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 336750.00, 336750.00, 0.31, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 347904.00, 347904.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 264650.00, 264650.00, 0.13, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 316750.00, 316750.00, 0.47, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 321837.00, 321837.00, 0.03, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 319429.00, 319429.00, 0.08, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 309902.00, 309902.00, 0.24, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 282864.00, 282864.00, 0.05, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 378182.00, 378182.00, 0.06, subproblem = 1, timelimit = 630
test_instance_evrp: 2, 282520.00, 282520.00, 0.54, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 430964.00, 430964.00, 0.76, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 551196.00, 551196.00, 0.28, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 444535.00, 444535.00, 0.83, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 475811.00, 475811.00, 0.39, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 460527.00, 460527.00, 0.15, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 461359.00, 462346.50, 1.12, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 471961.00, 474138.50, 0.12, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 493625.00, 493941.00, 0.49, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 552223.00, 555393.50, 0.49, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 471661.00, 479229.00, 0.30, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 508840.00, 508840.00, 1.11, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 455037.00, 455037.00, 0.86, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 583529.00, 584330.00, 0.74, subproblem = 1, timelimit = 630
test_instance_evrp: 3, 478265.00, 478265.00, 0.74, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 575115.00, 575115.00, 0.97, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 654948.00, 664534.00, 1.39, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 586211.00, 587497.50, 0.80, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 601486.00, 602562.50, 0.94, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 601273.00, 601273.00, 1.85, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 604797.00, 604797.00, 1.06, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 540336.00, 540336.00, 0.47, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 576910.00, 580067.00, 2.64, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 684112.00, 684666.50, 1.26, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 583115.00, 583115.00, 1.86, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 629633.00, 631959.00, 1.17, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 725425.00, 725425.00, 0.71, subproblem = 1, timelimit = 630
test_instance_evrp: 4, 598207.00, 598207.00, 2.21, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 669424.00, 669424.00, 3.08, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 691555.00, 691555.00, 2.47, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 717480.00, 717823.50, 4.90, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 703515.00, 703515.00, 6.02, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 756026.00, 761377.00, 2.70, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 711819.00, 713865.00, 2.81, subproblem = 1, timelimit = 630
test_instance_evrp: 5, 700104.00, 700104.00, 1.98, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 791025.00, 800506.00, 1.91, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 784608.00, 784608.00, 2.03, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 796077.00, 796077.00, 2.47, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 790094.00, 795437.00, 3.98, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825024.00, 826032.50, 2.32, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 855081.00, 862663.50, 10.22, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 818181.00, 818181.00, 4.65, subproblem = 1, timelimit = 630
test_instance_evrp: 6, 822648.00, 825307.50, 8.08, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 825139.00, 841845.50, 3.64, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 884731.00, 884731.00, 4.84, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 864429.00, 874056.50, 3.88, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 967435.00, 969040.00, 3.12, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 853913.00, 857976.00, 4.01, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 908960.00, 910022.00, 8.26, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909806.00, 912068.50, 4.20, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 909050.00, 909845.00, 11.12, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 968733.00, 971332.50, 7.55, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 946050.00, 950937.00, 4.93, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 962157.00, 967672.50, 8.45, subproblem = 1, timelimit = 630
test_instance_evrp: 7, 915387.00, 927789.00, 6.92, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 960589.00, 960589.00, 3.56, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 972044.00, 977787.00, 8.19, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1066959.00, 1067056.50, 8.67, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 996602.00, 1000351.50, 24.74, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1064121.00, 1066527.50, 14.55, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1059167.00, 1067892.00, 8.57, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 948300.00, 949436.50, 7.12, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1047188.00, 1047188.00, 12.95, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1043683.00, 1045244.50, 15.47, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1116522.00, 1119513.50, 15.36, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1037722.00, 1048238.00, 10.54, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1152440.00, 1153805.50, 8.35, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1030252.00, 1030795.00, 8.21, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1095009.00, 1095009.00, 9.42, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1041168.00, 1041168.00, 10.94, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1124472.00, 1133578.00, 17.44, subproblem = 1, timelimit = 630
test_instance_evrp: 8, 1142273.00, 1155414.00, 35.46, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1176131.00, 1176137.50, 18.61, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1087520.00, 1089164.00, 21.21, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1118472.00, 1124304.50, 10.59, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1226416.00, 1231501.50, 18.26, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1101343.00, 1116987.50, 20.02, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1212070.00, 1212852.50, 9.69, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1110231.00, 1117480.50, 11.68, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1153357.00, 1155188.50, 54.83, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1189093.00, 1189435.00, 20.10, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1199155.00, 1203609.00, 31.88, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1286774.00, 1296493.50, 17.66, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1222791.00, 1229099.50, 43.71, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1247890.00, 1257959.50, 49.20, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1153802.00, 1153802.00, 30.89, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1169639.00, 1169639.50, 28.40, subproblem = 1, timelimit = 630
test_instance_evrp: 9, 1197410.00, 1197826.00, 30.63, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1272294.00, 1275865.50, 24.20, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1192834.00, 1197410.00, 13.57, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1294160.00, 1308649.00, 11.74, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1259125.00, 1259972.00, 25.71, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1292831.00, 1304496.50, 32.69, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1313823.00, 1315006.50, 52.51, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1316660.00, 1317134.00, 35.02, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1329568.00, 1334260.00, 37.71, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1340176.00, 1348238.50, 34.02, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1236923.00, 1238681.50, 20.71, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1297336.00, 1300232.00, 79.91, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1236741.00, 1237156.50, 23.95, subproblem = 1, timelimit = 630
test_instance_evrp: 10, 1344584.00, 1352662.00, 33.45, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1345544.00, 1356459.50, 75.06, subproblem = 1, timelimit = 630
test_instance_evrp: 11, 1390641.00, 1392081.50, 10.72, subproblem = 1, timelimit = 630
